productName,companyName,receptionNumber
Thực phẩm bảo vệ sức khỏe OSTEOCARE CHEWABLE,CÔNG TY TNHH VE PHARMA (VIỆT NAM),9529/2023/ĐKSP
"Thực phẩm bảo vệ sức khỏe ""Vitamin E""",CÔNG TY TNHH ROSPHARMA,9528/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Probumin gold,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI PERFECT,9527/2023/ĐKSP
THỰC PHẨM BẢO VỆ SỨC KHỎE LIVIFUTA,Công ty Cổ phần Dược phẩm Phú Thái,9526/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe MEN Xone,CÔNG TY CỔ PHẦN NHẤT LINH SƠN,9525/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VITAMIN C PLUS PD,CÔNG TY TNHH DƯỢC QUỐC TẾ PHONG ĐẠT,9524/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên tiểu đêm TWpluss,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG HANOPHARCO VIỆT NAM,9523/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên hoàn PQA Tiêu hóa,CÔNG TY CỔ PHẦN DƯỢC PHẨM PQA,9522/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ Nano Collagen Beauty,CÔNG TY TNHH TAEHUI,9521/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ NATUREWORKS LIVERMAX,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM CVI,9520/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Imunokids zinC,CÔNG TY TNHH DƯỢC PHẨM LỘC VIỆT,9519/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN DƯỠNG TÂM AN THẦN VƯƠNG NOVA,CÔNG TY CỔ PHẦN DP QUỐC TẾ NOVAPHAR,9518/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ NATUREWORKS BRAIN,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM CVI,9517/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ Ivy junior,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM IVY LIFE,9515/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe MICHICOUGH extra,CÔNG TY CỔ PHẦN DƯỢC PHẨM MICHI USA,9516/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên sáng mắt NutriEyes,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DƯỢC PHẨM THIÊN LỘC PHÁT,9514/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ Yummune,CÔNG TY TNHH LAMESU,9513/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe SILYMARIN GLUTA,CÔNG TY CỔ PHẦN SAO MAI,9511/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe HAPPY HEALTHY IRON PYT,CÔNG TY CỔ PHẦN PYT,9510/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Rutin Vita,CÔNG TY CỔ PHẦN SAO MAI,9512/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Calci Kids Đất Việt,CÔNG TY CỔ PHẦN DƯỢC PHẨM ĐẤT VIỆT PHARMA,9507/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe LIVPOWER Giải Độc Gan,CÔNG TY CỔ PHẦN BIOVACCINE VIỆT NAM,9505/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ Viên ngậm HOTAMAX BT,CÔNG TY CỔ PHẦN DƯỢC PHẨM BẮC TÍN,9506/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên dạ dày GSV,CÔNG TY CỔ PHẦN DƯỢC QUỐC TẾ TÙNG LỘC,9508/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe SIRO THANH PHẾ NHI,CÔNG TY TNHH DƯỢC PHẨM 108,9509/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Canxi grow D3 Letco,CÔNG TY CỔ PHẦN DƯỢC PHẨM LETCO VIỆT NAM,9503/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ AVICOUGH,CÔNG TY CỔ PHẦN DƯỢC PHẨM AVITA,9499/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe AHURU,CÔNG TY CỔ PHẦN SAO MAI,9500/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Calcium Yalla,CÔNG TY CỔ PHẦN QUỐC TẾ DƯỢC PHẨM YALLA,9504/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Estro JV,Công ty Cổ phần Dược phẩm J-CVI,9501/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Passion C Plus (KTP+),CÔNG TY CỔ PHẦN ĐẦU TƯ VKPCOM SÀI GÒN,9502/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe ABH Viên Hoạt Huyết CERE BRAIN,CÔNG TY CỔ PHẦN DP QUỐC TẾ NACOPHAR,9498/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN NANG LẠC TIÊN KA,CÔNG TY TNHH THẢO DƯỢC ÔNG BA ĐẤT PHÈN,9497/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe QUEEN BEAUTY I08,CÔNG TY TNHH DƯỢC PHẨM 108,9496/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Multi - vitamin C Plus,CÔNG TY CỔ PHẦN DƯỢC PHẨM PUBLIC HEALTH QUỐC TẾ,9495/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Men vi sinh Enteromax TH,CÔNG TY TNHH DƯỢC PHẨM THÁI HÀ,9494/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Zimega-7,Công ty cổ phần nghiên cứu và sản xuất dược phẩm Meracine,9493/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Xnumx Amino,Công ty TNHH BIỆT DƯỢC ĐỨC CẦN,9492/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ IMMUN Kapseln,Công ty TNHH Phi Long.,9491/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên Ngậm Bổ Phế Nam Hà Candy,Công ty cổ phần dược phẩm Nam Hà,9490/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe TH Sataxe,CÔNG TY TNHH TH PHAR,9489/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Gel dạ dày Think Stomach,CÔNG TY CỔ PHẦN NAMSAM,9488/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Uricare complex,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG DAHUPHA,9487/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe M-POWER,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI STF VIỆT NAM,9486/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VITAL–BUN ZINC PRO,CÔNG TY TNHH DƯỢC PHẨM SABIFA,9485/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe An phế khang MN,CÔNG TY TNHH XUẤT NHẬP KHẨU DƯỢC PHẨM MINH NGỌC NATURE,9484/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe LAXA,CÔNG TY TNHH GOLDEN HEALTH USA,9483/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ BEAUTY & POWER,CÔNG TY TNHH XUẤT NHẬP KHẨU QUỐC TẾ QUANG ĐẠT,9482/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe LACTOBACILLUS REUTERI,CÔNG TY TNHH THƯƠNG MẠI - DƯỢC PHẨM MẸ VÀ BÉ,9481/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Vitamin C- DOVEPHAR,CÔNG TY CỔ PHẦN DƯỢC DOVEPHAR,9480/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe GINK NATTO premium,CÔNG TY TNHH THƯƠNG MẠI & XUẤT NHẬP KHẨU DƯỢC PHẨM HK GROUPS,9479/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ D-VITUM forte OSTEO,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XNK MEGATECHPHARMA,9478/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe DẠ DÀY PHƯỚC SANH,Công ty TNHH MTV Dược Phẩm Phước Sanh Pharma,9477/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Rutin C Goldmax,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ NATUREHEALTH VIỆT NAM,9476/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Euruca Plus,CÔNG TY TNHH TÂN DƯỢC PHARMA,9475/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Kidscold,CÔNG TY TNHH CÔNG NGHỆ SINH HỌC MEDIPHARM,9474/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ OxyAngel Gold,CÔNG TY TNHH DƯỢC PHẨM OXYPHARMA,9473/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Kẽm TDPHARMA,CÔNG TY TNHH TÂN DƯỢC PHARMA,9472/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ Golex,CÔNG TY CỔ PHẦN THƯƠNG MẠI ATT VIỆT NAM,9471/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe SUN'S BABIES ZINC,CÔNG TY CỔ PHẦN KỸ THUẬT VÀ ĐẦU TƯ THƯƠNG MẠI SUNFLOWER VIỆT NAM,9470/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Maxkids,CÔNG TY TNHH THIẾT BỊ Y TẾ GREENWAY VIỆT NAM,9469/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe HOẠT HUYẾT THÔNG MẠCH,công ty cổ phần Traphaco,9468/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ WELLLAB HONDROLUX ACTIVE,CÔNG TY TNHH MYGREENWAY VN,9467/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Femina Vital,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ BRAND JAPAN,9466/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN TIỂU ĐÊM AN NIỆU ĐAN GOLD,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ ÁNH DƯƠNG,9465/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe: HETIK,CÔNG TY CỔ PHẦN SỨC KHỎE GMP VIỆT NAM,9464/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe HEROKIDS ZINC 150 NEW,CÔNG TY TNHH DƯỢC PHẨM NGÔI SAO XANH,9463/2023/ĐKSP
"Thực phẩm bảo vệ sức khỏe HORSERADISH, GARLIC + VITAMIN C",CÔNG TY CỔ PHẦN DƯỢC PHẨM FREMED,9462/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe KIỆN KHỚP ĐÔNG PHƯƠNG,CÔNG TY TNHH THƯƠNG MẠI BÁCH THUẬN AN,9461/2023/ĐKSP
Thực Phẩm Bảo Vệ Sức Khỏe BH VITAMIN E,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI NHẤT NGUYÊN,9460/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe TRINACO MEGACARE,CÔNG TY CỔ PHẦN DƯỢC PHẨM NACOPHARM,9459/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe HERO MAXMEN,CÔNG TY TNHH DƯỢC MỸ PHẨM D-PHARMA VIETNAM,9458/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Oxy Bổ Huyết Điều Kinh,CÔNG TY TNHH DƯỢC PHẨM OXYPHARMA,9457/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN KHỚP THÁI CỐT VƯƠNG,CÔNG TY TNHH ĐẦU TƯ DƯỢC PHẨM PHƯƠNG NAM,9456/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ NUTRI OMEGA 3 Fish oil,CÔNG TY TNHH MỘT THÀNH VIÊN NUTRI KOREA,9455/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Bổ huyết điều kinh ND,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ NAM DƯƠNG,9454/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe DƯỠNG KHỚP THẢO MỘC,CÔNG TY TNHH THƯƠNG MẠI THẢO DƯỢC MINH CHÂU,9453/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Omega3.fr,CÔNG TY TNHH DƯỢC PHẨM CPJ GERMANY,9452/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ Calci Life,CÔNG TY CỔ PHẦN DƯỢC PHẨM OPV,9451/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN BỔ TỲ CQC BONNEW,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ SẢN XUẤT Y DƯỢC CQC,9450/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe BRAIN CARE EXTRA FACO,CÔNG TY CỔ PHẦN DƯỢC PHẨM ĐẠI DƯƠNG XANH,9449/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe MỠ MÁU THIỆN PHÚC,CÔNG TY CỔ PHẦN ĐÔNG NAM DƯỢC THIỆN PHÚC,9448/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN BỔ KHỚP GLU SK,CÔNG TY TNHH ĐẦU TƯ - THƯƠNG MẠI SUN KING,9447/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN AN THẦN DLMN,CHI NHÁNH CÔNG TY TNHH QUỐC TẾ ANH PHÁP ĐỨC - TRUNG TÂM NGHIÊN CỨU VÀ PHÁT TRIỂN DƯỢC LIỆU MIỀN NAM TẠI AN GIANG,9446/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Duphavit,CÔNG TY TNHH DƯỢC PHẨM THÀNH NGÂN,9440/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe THIÊN PHỤC LIỄU PLUS,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN Y DƯỢC LUÂN THÀNH,9441/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ SIRO OS-HOBEE PLUS,CÔNG TY CỔ PHẦN DƯỢC PHẨM OSHII,9442/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ Progensis,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ ĐẦU TƯ Y TẾ HALIPHAR,9445/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ ZIN C++,CÔNG TY TNHH QUỐC TẾ ANH PHÁP ĐỨC,9443/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Siro Hovifa,CÔNG TY TNHH VIỆN NGHIÊN CỨU Y HỌC VIỆT PHÁP,9444/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe CLÉSMART,CÔNG TY CỔ PHẦN JADOVIE,9439/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe: SÂM NHUNG BỔ THẬN,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI VINH THỊNH VƯỢNG,9438/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe CALCIUM'S MAGNESIUM,CÔNG TY TNHH DƯỢC PHẨM NGÔI SAO XANH,9437/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Multi Vita,CÔNG TY TNHH ĐẦU TƯ - THƯƠNG MẠI SUN KING,9436/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe DIABETT RQ,CÔNG TY TNHH CÔNG NGHỆ SINH HỌC MEDIPHARM,9435/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe OPFE OriCells 250 capsules,Công ty TNHH OPFE Việt Nam,9434/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Multivit C120,CÔNG TY TNHH LIÊN DOANH UK PHARMA VIỆT NAM,9433/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Safe travel,CÔNG TY TNHH CÔNG NGHỆ TIÊN TIẾN DAO,9432/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Berocca Kids Immunoplus Choline,CÔNG TY TNHH BAYER VIỆT NAM,9431/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe NEURA BRAIN PREMIUM EXTRA,CÔNG TY CỔ PHẦN DƯỢC TH PHARMA,9430/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Pure collagen Jelly DuNaTa,CÔNG TY TNHH TM&DV ĐỨC NHÂN TÂM ĐÀ LẠT,9429/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe L-Cystine Bio ZinC Plus,CHI NHÁNH HÒA BÌNH-CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ VIỆT NAM ANH QUỐC TRƯỜNG ĐẠI HƯNG,9428/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ VIÊN KHỚP GOLD GLUCOSAMIN 1.600,CÔNG TY TNHH THƯƠNG MẠI NIDOPHA - USA,9424/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Sâm nhung Bổ Thận PREMIUM,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM GREEN HEALTHY CARE,9427/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe HEALTHCARE STOMACH,CÔNG TY TNHH DƯỢC PHẨM NHÂN TÂM HEALTHCARE,9426/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Bio VINA,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ VINACOPHARM,9425/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ ViXoaSinu Damifa,CÔNG TY TNHH DƯỢC LIỆU DAMIFA,9414/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên sáng bổ mắt EYES SEN BH,CÔNG TY TNHH PHÁT TRIỂN THƯƠNG MẠI NHẤT NGUYÊN,9415/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe TÊ LINH KHANG EXTRA,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ T&K PHARMA,9416/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe SIRO ZINKID O TRÒN,CÔNG TY TNHH DƯỢC PHẨM ZIO PHARMA,9422/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe PrenaMAX A+,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG VNPC,9419/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe CANXI KHÁNH MINH GOLD,CÔNG TY TNHH ĐẦU TƯ DỊCH VỤ VÀ THƯƠNG MẠI KHÁNH MINH,9418/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe DOHA GOLD 38,CÔNG TY TNHH THƯƠNG MẠI TAM PHÁT VIỆT,9417/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VN - THYROX +,CÔNG TY CỔ PHẦN DƯỢC PHẨM TRUNG ƯƠNG VNPC,9420/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ CX8,CÔNG TY CỔ PHẦN DƯỢC LIỆU NINH HIỆP,9423/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ Arzticolin,CÔNG TY CỔ PHẦN DƯỢC PHẨM NAM SƠN - NAMPHACO,9421/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe B-TEEN,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DU LỊCH PHÚC KHANG,9413/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe DHC Perfect Supplement Vitamins & Minerals for Pregnancy,CÔNG TY CỔ PHẦN BELIE,9412/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe KIM TIỀN THẢO - RÂU MÈO NEW,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ RADAR USA,9411/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Mạnh cốt hoàn,CÔNG TY TNHH THƯƠNG MẠI DAYSTAR,9410/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Cốm lợi sữa Milk Gold TTFA,CÔNG TY CỔ PHẦN DƯỢC PHẨM LIÊN DOANH FOXS – USA,9409/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe AN MIÊN ĐAN,"CÔNG TY TNHH NUÔI TRỒNG, SẢN XUẤT VÀ CHẾ BIẾN DƯỢC LIỆU ĐÔNG BẮC",9408/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ IQ-1,CÔNG TY CỔ PHẦN DƯỢC LIỆU NINH HIỆP,9407/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe ESTRO GOLD HAVI,CÔNG TY TNHH DƯỢC MỸ PHẨM HAVIPHAR,9406/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe LEXINTON LB,HỘ KINH DOANH NHÀ THUỐC THANH BÌNH 2,9405/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe BỔ PHẾ HƯƠNG QUẾ,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI HƯƠNG QUẾ,9404/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Unibee Propolis Spray,Công ty cổ phần Đầu tư TMDV Xuất Nhập Khẩu An Thịnh Phát,9403/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ ORAFTI,CÔNG TY TNHH QUỐC TẾ ANH PHÁP ĐỨC,9402/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe ONEX2,CÔNG TY TNHH MTV BT ONE,9401/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên uống bổ thận TestosMen,CÔNG TY TNHH DƯỢC PHẨM KIMIKO,9400/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe BỔ THẬN NAM KHẢI HÀ,CÔNG TY CỔ PHẦN THƯƠNG MẠI DƯỢC VẬT TƯ Y TẾ KHẢI HÀ,9399/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Heorissok Diet coffee,CÔNG TY CỔ PHẦN MỸ PHẨM QUỐC TẾ OME,9398/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe SẮC NGỌC LINH FT,CÔNG TY CỔ PHẦN DƯỢC PHẨM FOOD TECH,9397/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên giải độc gan Kim Ngân Hoa Actiso Arginin Detox Silymarin Happy Cool,Công ty TNHH Đầu tư và Thương mại 3H Việt Nam,9396/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ G-Yama,CÔNG TY TNHH GĐV PHARMA,9395/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên Đông Trùng Hồng Sâm GK,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM GIA KHIÊM,9394/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ BIOCAP PLUS,CÔNG TY DƯỢC PHẨM VÀ THƯƠNG MẠI THÀNH CÔNG - (TRÁCH NHIỆM HỮU HẠN),9393/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VB Brain Kids,CÔNG TY CỔ PHẦN DƯỢC PHẨM QUỐC TẾ CANADA VIỆT NAM,9390/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VIÊN BÀO TỬ NẤM LINH CHI PHÁ VÁCH,CÔNG TY CỔ PHẦN MBB RETAIL,9392/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe CANXI ĐQ ++,CÔNG TY TNHH THẢO DƯỢC ĐQ PHARMA,9389/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Viên đạm bổ hồng sâm YĐ,CÔNG TY TNHH DƯỢC PHẨM QUỐC TẾ Y ĐỨC,9391/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Ống Uống Hà Thủ Ô Đỏ CBFarm,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI AN PHÚC MINH,9388/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ VIÊN ĐẠI TRÀNG DIOZBIFI,CÔNG TY TNHH DƯỢC PHẨM NEWTON,9386/2023/ĐKSP
Thực phẩm bảo vệ sức khoẻ VIÊN UỐNG DIOZTRI,CÔNG TY TNHH DƯỢC PHẨM NEWTON,9384/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe KINECORE,CÔNG TY TNHH KINESS VIỆT NAM,9387/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Calci AquaD3,CÔNG TY TNHH DƯỢC PHẨM NEWTON,9385/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe ĐẠM NHI BLIPPI,CÔNG TY CỔ PHẦN DƯỢC PHẨM HEALTH CARE,9382/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe CỐM VI SINH O TRÒN,CÔNG TY TNHH DƯỢC PHẨM ZIO PHARMA,9381/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Dạ Dày Lý Tiên,CÔNG TY CỔ PHẦN JANTILY,9380/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Calcium Khang Khang,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM KHANG KHANG,9378/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Siroho trẻ em HiPoKiddy,CÔNG TY TNHH THƯƠNG MẠI LOTUS NHẬT MINH,9383/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Lapis EDERRA,CÔNG TY TNHH DƯỢC PHẨM LAPIS PHARMA,9379/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Ferrovic Plus,CÔNG TY TNHH NAM CHÂU PHARMA,9370/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe NHUẬN TRÀNG HUEKO,CÔNG TY TNHH ỨNG DỤNG TINH HOA Y HỌC DÂN TỘC,9374/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe DR4KID PLUS,CÔNG TY TNHH ETICO,9375/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Wellforce skin,CÔNG TY TNHH MEDIMAP,9376/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe DETOX LIVER MIDA,CÔNG TY TNHH MIDAPHARMA,9377/2023/ĐKSP
Thực Phẩm Bảo Vệ Sức Khỏe HOXA,CÔNG TY TNHH DƯỢC MỸ PHẨM EDOSKIN,9372/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Daily Health Brain Extra,CÔNG TY TNHH NHẤT TÂM PHARMA,9373/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe CORN C PLUS (KTC+),CÔNG TY CỔ PHẦN ĐẦU TƯ VKPCOM SÀI GÒN,9369/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe HAGI MAGNE B6 PLUS,CÔNG TY TNHH MỘT THÀNH VIÊN DƯỢC PHẨM HAGIMED,9368/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe THANH NHIỆT MÁT GAN MARY,CÔNG TY CỔ PHẦN DƯỢC MỸ PHẨM MARY’S QUỐC TẾ,9371/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Tăng đề kháng Think Kids,CÔNG TY CỔ PHẦN NAMSAM,9367/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Ginko biloba HQ pluss,CÔNG TY TNHH DƯỢC PHẨM VÀ VẬT TƯ Y TẾ HOÀNG QUÂN,9366/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Wellseed Active Probiotics,CÔNG TY TNHH KYOWON THE ORM VIỆT NAM,9365/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Niha-Haircare,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI NIHA,9364/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe Jointbone 1500,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI PERFECT,9363/2023/ĐKSP
Thực phẩm bảo vệ sức khỏe VITAMIN A BBCARE,CÔNG TY TNHH THIẾT BỊ Y TẾ STRONG WIND,9362/2023/ĐKSP
